"","","","","","","","","","Normalized abundance","","","","Raw abundance","","","","Spectral counts","","","",
"sp|Q68FD5|CLH_MOUSE","47","44","2685.68","0.000525818070438056","1.18176964864996","Condition 2","Condition 1","Clathrin heavy chain 1 OS=Mus musculus GN=Cltc PE=1 SV=3","8905981.20786238","8839613.91772981","10476877.9727397","10494327.7439158","9497023.51008363","8839613.91772981","10628069.962284","9275526.76144425","52","47","64","58",
"tr|E1WEJ8|E1WEJ8_SALTS","46","45","2554.83","0.0026708555089815","1.63962457276952","Condition 1","Condition 2","DNA-directed RNA polymerase OS=Salmonella typhimurium (strain SL1344) GN=rpoC","9461187.97423388","9634448.85165855","5683690.97987374","5962656.0821477","10089076.3777152","9634448.85165855","5765712.41311348","5270159.02388928","75","80","71","64",
"sp|P35527|K1C9_CON-HUMAN","45","42","3593.43","0.0707104311936525","1.0779304966055","Condition 1","Condition 2","Keratin, type I cytoskeletal 9 OS=Homo sapiens GN=KRT9 PE=1 SV=3","43555849.8253703","41789715.8009453","39735771.6570618","39439616.6403063","46446418.4393332","41789715.8009453","40309199.1980278","34859138.0539219","60","65","68","69",
"sp|Q9D0E1|HNRPM_MOUSE","45","40","2277.08","0.220204660145835","1.01473376025046","Condition 2","Condition 1","Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus GN=Hnrnpm PE=1 SV=3","18491452.3168587","18194398.9718563","18648816.8349795","18577554.9912077","19718631.0289721","18194398.9718563","18917938.2017897","16419975.8848824","47","52","50","50",
"sp|Q62261|SPTB2_MOUSE","44","33","2367.78","0.283214912219461","1.01275913092576","Condition 1","Condition 2","Spectrin beta chain, brain 1 OS=Mus musculus GN=Sptbn1 PE=1 SV=2","3429482.27342477","3436446.96846188","3360266.36541831","3419163.24644856","3657078.65511514","3436446.96846188","3408758.4217836","3022064.96386271","31","32","29","30",
"sp|Q5SUA5|MYO1G_MOUSE","43","40","2882.07","0.00734679565307073","1.09447359884896","Condition 1","Condition 2","Myosin-Ig OS=Mus musculus GN=Myo1g PE=2 SV=1","13460546.969516","13559403.9914947","12259030.8621931","12428591.5614332","14353851.4223703","13559403.9914947","12435941.1279003","10985147.0668972","65","71","87","71",
"sp|P26039|TLN1_MOUSE","40","39","2674.29","0.00460019422789626","1.53648745701985","Condition 2","Condition 1","Talin-1 OS=Mus musculus GN=Tln1 PE=1 SV=1","3178830.14178809","3255765.332526","4811613.62480349","5075061.61247684","3389792.08315331","3255765.332526","4881050.09612111","4485648.90969782","41","45","56","61",
"tr|E1WEJ7|E1WEJ7_SALTS","40","40","2405.27","0.010057951609167","1.39329876704892","Condition 1","Condition 2","DNA-directed RNA polymerase subunit beta OS=Salmonella typhimurium (strain SL1344) GN=rpoB","11178929.5255385","10742582.9922903","7654534.25059995","8078999.02759258","11920815.2413213","10742582.9922903","7764996.95383982","7140711.96504824","69","66","52","45",
"sp|Q9WTI7|MYO1C_MOUSE","40","34","2230.35","0.114652237821607","1.08668923703906","Condition 1","Condition 2","Myosin-Ic OS=Mus musculus GN=Myo1c PE=1 SV=2","11972676.0846174","12098667.7667003","10736793.2420726","11414290.0951525","12767238.5108837","12098667.7667003","10891736.0729253","10088645.5830252","47","46","51","47",
"sp|P48193|41_MOUSE","38","34","2325.9","0.131226524791867","1.03086285422147","Condition 1","Condition 2","Protein 4.1 OS=Mus musculus GN=Epb41 PE=1 SV=2","26021253.3610881","25393062.5299307","24931312.7824475","24943717.3250716","27748144.6641646","25393062.5299307","25291096.9463307","22046778.3382066","73","68","79","77",
"tr|E1WEE1|E1WEE1_SALTS","38","37","2897.64","0.00421786246333822","1.5133346483931","Condition 1","Condition 2","Glycerol kinase OS=Salmonella typhimurium (strain SL1344) GN=glpK","32699800.4332887","31926878.9791667","20835462.1987925","21869354.9287858","34869911.1576639","31926878.9791667","21136139.0789763","19329469.3902695","81","71","69","64",
"sp|P11499|HS90B_MOUSE","37","20","2078.56","0.000460542210792392","1.3260659229994","Condition 2","Condition 1","Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=2","10019285.1527819","9951887.70707663","13308168.9270188","13174922.8447701","10684211.478708","9951887.70707663","13500219.3205141","11644800.1633528","27","27","32","33",
"sp|P49222|EPB42_MOUSE","36","34","2325.24","0.0216683237457794","1.16001530518549","Condition 2","Condition 1","Erythrocyte membrane protein band 4.2 OS=Mus musculus GN=Epb42 PE=2 SV=2","21681903.947458","21934734.4491716","24756447.4024732","25839520.6983584","23120815.8569434","21934734.4491716","25113708.0813288","22838543.9819593","59","52","70","61",
"sp|P68033|ACTC_MOUSE","36","0","2640.94","","1","-","-","Actin, alpha cardiac muscle 1 OS=Mus musculus GN=Actc1 PE=1 SV=1","0","0","0","0","0","0","0","0","0","0","0","0",
"sp|P62737|ACTA_MOUSE","36","1","2545.63","0.719966402314563","1.01283584860452","Condition 2","Condition 1","Actin, aortic smooth muscle OS=Mus musculus GN=Acta2 PE=1 SV=1","864809.506960713","869925.735822482","904594.910455851","852407.131272634","922202.284920501","869925.735822482","917649.133727259","753409.398934501","1","1","1","1",
"sp|Q61879|MYH10_MOUSE","35","5","2525.89","0.479557741053875","1.02400424658427","Condition 1","Condition 2","Myosin-10 OS=Mus musculus GN=Myh10 PE=1 SV=2","214662.761179295","206810.631197042","201618.776620676","209974.626221382","228908.77962548","206810.631197042","204528.340332888","185588.378052119","7","6","6","4",
"sp|Q8K0E8|FIBB_MOUSE","35","33","2340.69","0.0413024634196629","1.10983716221894","Condition 2","Condition 1","Fibrinogen beta chain OS=Mus musculus GN=Fgb PE=2 SV=1","33469605.3399058","33162999.9807726","36187241.0586508","37764100.5417055","35690803.8954418","33162999.9807726","36709459.6991668","33378214.7598298","58","55","67","72",
"tr|E1WIM3|E1WIM3_SALTS","35","35","2992.49","0.000459809308847148","1.71858040086319","Condition 1","Condition 2","Elongation factor G OS=Salmonella typhimurium (strain SL1344) GN=fusA","35484725.9489471","35548187.9219839","20426805.0941024","20905514.2057416","37839657.2730824","35548187.9219839","20721584.6372302","18477568.1881606","102","103","83","76",
"tr|E1WF20|E1WF20_SALTS","35","34","2938.68","0.000686612526182184","1.10071973971929","Condition 1","Condition 2","60 kDa chaperonin OS=Salmonella typhimurium (strain SL1344) GN=groEL","45042463.7689467","44954328.4733532","40786142.3506851","40975625.876758","48031690.9930299","44954328.4733532","41374727.8075245","36216756.6766864","87","86","82","77",
"tr|B4DRR0|B4DRR0_CON-HUMAN","34","4","1931.14","0.0051460859679604","2.84904446244527","Condition 1","Condition 2","cDNA FLJ53910, highly similar to Keratin, type II cytoskeletal 6A OS=Homo sapiens PE=2 SV=1","799057.41294919","834220.733028078","265909.188543973","307363.067297012","852086.576376968","834220.733028078","269746.528194075","271666.220625319","3","4","4","2",
"sp|P13645|K1C10_CON-HUMAN","34","28","2916.22","0.0107407464513554","1.29461255341759","Condition 1","Condition 2","Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6","32287499.1778514","31578590.2452416","25273169.5676813","24059033.5339308","34430247.674805","31578590.2452416","25637887.0721678","21264840.8591813","55","49","54","52",
"tr|E1WEJ0|E1WEJ0_SALTS","33","32","2463.24","0.00131465548901277","1.5589786063763","Condition 1","Condition 2","Elongation factor Tu OS=Salmonella typhimurium (strain SL1344) GN=tuf2","126711289.768861","126877775.988491","80021902.2899155","82641693.4259986","135120439.830429","126877775.988491","81176699.6108168","73043767.8038345","80","95","83","77",
"tr|E1W824|E1W824_SALTS","33","33","2086.31","0.000600766283532783","1.39913909528242","Condition 1","Condition 2","Pyruvate dehydrogenase E1 component OS=Salmonella typhimurium (strain SL1344) GN=aceE","8374994.33953426","8483713.21324435","5993813.02473091","6055530.46772267","8930797.88548812","8483713.21324435","6080309.83404026","5352247.06896228","49","50","54","54",
"sp|Q9JKF1|IQGA1_MOUSE","33","31","2026.28","0.0103832771562085","1.27207700680849","Condition 2","Condition 1","Ras GTPase-activating-like protein IQGAP1 OS=Mus musculus GN=Iqgap1 PE=1 SV=1","4106779.03065287","4260738.32694732","5234238.16122739","5409888.27344675","4379323.97279223","4260738.32694732","5309773.53382634","4781589.12902935","32","35","43","46",
"sp|P04919|B3AT_MOUSE","32","31","2510.58","0.0419683059234931","1.09152022558553","Condition 2","Condition 1","Band 3 anion transport protein OS=Mus musculus GN=Slc4a1 PE=1 SV=1","167071179.459209","161429098.65596","178024599.738788","180540097.934389","178158799.367414","161429098.65596","180593675.516169","159572347.154401","105","112","117","111",
"sp|Q8CAQ8|IMMT_MOUSE","32","32","1657.64","0.122549951430204","1.07503899991129","Condition 2","Condition 1","Mitochondrial inner membrane protein OS=Mus musculus GN=Immt PE=1 SV=1","9209179.62622951","9148057.42814226","9594864.28794202","10139881.4761242","9820343.58456467","9148057.42814226","9733327.9242348","8962245.53728005","34","31","38","37",
"sp|P04259|K2C6B_CON-HUMAN","32","3","1855.04","0.00857335462571818","2.48598634062235","Condition 1","Condition 2","Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5","548485.855084773","593271.564428713","246935.928581605","212341.502213793","584885.92543737","593271.564428713","250499.464821061","187680.367376672","3","3","1","1",
"sp|P13647|K2C5_CON-HUMAN","30","16","1471.82","0.00356980463573942","1.24696120780711","Condition 1","Condition 2","Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3","3102841.27337473","3137870.78274314","2532333.77625386","2472402.55158487","3308760.24028469","3137870.78274314","2568877.92450281","2185260.13213034","13","10","9","13",
"tr|E1W7N5|E1W7N5_SALTS","30","27","2090.97","0.0032676705944672","1.34240224500475","Condition 1","Condition 2","Chaperone protein dnaK OS=Salmonella typhimurium (strain SL1344) GN=dnaK","12260597.195266","12466893.4796173","9075044.73616741","9345284.01916461","13074267.404507","12466893.4796173","9206006.84839536","8259931.85350191","44","46","32","30",
"sp|P35908|K22E_CON-HUMAN","30","20","2210.82","0.00159568092712248","1.46328780265512","Condition 1","Condition 2","Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2","8687612.83806814","8956074.85220683","6026804.44333031","6030760.48563355","9264163.20043424","8956074.85220683","6113777.3523164","5330353.84841927","33","34","25","33",
"sp|P56480|ATPB_MOUSE","29","27","2070.1","0.030941450120336","1.20088381505138","Condition 2","Condition 1","ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2","21808207.9159862","21042243.5505507","25017844.3212522","26440569.3125569","23255501.9438026","21042243.5505507","25378877.2231224","23369787.3966848","50","47","51","51",
"sp|P99024|TBB5_MOUSE","29","3","2281.35","0.00368382554415547","1.26932939899565","Condition 2","Condition 1","Tubulin beta-5 chain OS=Mus musculus GN=Tubb5 PE=1 SV=1","3166364.70742352","3258576.51652469","4068700.63389502","4086666.14848154","3376499.38463299","3258576.51652469","4127416.11624571","3612044.73028826","7","9","7","9",
"tr|E1W712|E1W712_SALTS","29","25","2103.33","0.0045377915095216","1.77283578592137","Condition 1","Condition 2","30S ribosomal protein S1 OS=Salmonella typhimurium (strain SL1344) GN=rpsA","12751428.3145539","12881123.7610253","6951641.05038","7506862.25778599","13597672.3579379","12881123.7610253","7051960.29087696","6635022.60132277","39","39","32","38",
"tr|E1WDU3|E1WDU3_SALTS","28","26","1928.32","0.0142243300253244","1.38553934601471","Condition 1","Condition 2","ATP synthase subunit alpha OS=Salmonella typhimurium (strain SL1344) GN=atpA","15707414.6524682","16242338.8743118","11119045.8431699","11940388.4620907","16749831.6867577","16242338.8743118","11279504.9672751","10553643.3990613","43","45","38","42",
"sp|P68372|TBB2C_MOUSE","28","3","2175.46","0.0244199627210201","1.22899499227847","Condition 2","Condition 1","Tubulin beta-2C chain OS=Mus musculus GN=Tubb2c PE=1 SV=1","2558301.46436232","2515971.24079414","3019403.88220465","3216851.86188797","2728082.23887573","2515971.24079414","3062976.94675461","2843249.82606366","5","4","4","3",
"sp|P11247|PERM_MOUSE","28","25","1241.91","0.0490634435671369","1.14891905178969","Condition 2","Condition 1","Myeloperoxidase OS=Mus musculus GN=Mpo PE=2 SV=1","7645160.41825641","7787681.4065305","8595484.34053491","9135601.65521953","8152528.79339603","7787681.4065305","8719525.90920866","8074601.79467054","22","26","36","31",
"sp|P63017|HSP7C_MOUSE","28","24","1714.07","0.030989293745622","1.15493974077399","Condition 2","Condition 1","Heat shock cognate 71 kDa protein OS=Mus musculus GN=Hspa8 PE=1 SV=1","12103296.4572587","12002923.8907345","13564726.6666021","14276505.2131498","12906527.4584929","12002923.8907345","13760479.4488416","12618445.8305338","42","41","52","47",
"tr|E1WDU1|E1WDU1_SALTS","28","27","2151.09","0.00843981035584418","1.43558317235797","Condition 1","Condition 2","ATP synthase subunit beta OS=Salmonella typhimurium (strain SL1344) GN=atpD","17629848.5108089","17916975.6589175","11978572.2168994","12782671.0563413","18799847.190173","17916975.6589175","12151435.1795191","11298104.1148227","61","69","47","52",
"sp|P13020|GELS_MOUSE","27","26","1595.64","0.0127570772569591","1.11426832796721","Condition 1","Condition 2","Gelsolin OS=Mus musculus GN=Gsn PE=1 SV=3","15691684.1808418","16042845.343009","14317632.5872995","14162517.7744585","16733057.2679292","16042845.343009","14524250.5666317","12517696.7817286","40","43","46","39",
"sp|P02533|K1C14_CON-HUMAN","27","8","1513.47","0.000469944640775211","1.3508316963087","Condition 1","Condition 2","Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4","2160648.4096314","2185865.28845679","1604038.55051535","1613618.9192979","2304039.07939745","2185865.28845679","1627186.45587314","1426214.79278631","13","15","12","9",
"sp|P07901|HS90A_MOUSE","27","11","1348.45","0.00376612496687811","1.44630402861753","Condition 2","Condition 1","Heat shock protein HSP 90-alpha OS=Mus musculus GN=Hsp90aa1 PE=1 SV=4","1791215.05731123","1848353.90882425","2588782.00453732","2675141.25361577","1910088.41292891","1848353.90882425","2626140.75804965","2364452.95916572","12","11","16","12",
"tr|E1WJD4|E1WJD4_SALTS","27","25","1218.67","0.40703601958947","1.05483535467761","Condition 2","Condition 1","ClpB protein (Heat shock protein f84.1) OS=Salmonella typhimurium (strain SL1344) GN=clpB","2292016.27511681","2500306.15948843","2456498.40259648","2598612.73243983","2444125.12694974","2500306.15948843","2491948.16938457","2296812.38575284","24","27","23","24",
"sp|Q9QYC0|ADDA_MOUSE","27","24","1520.66","0.856042184646122","1.00334620098607","Condition 1","Condition 2","Alpha-adducin OS=Mus musculus GN=Add1 PE=1 SV=2","7548154.28924381","7521577.4239289","7636085.05438872","7383388.48162748","8049084.8868401","7521577.4239289","7746281.51699011","6525888.94902581","28","26","32","28",
"sp|Q8BMK4|CKAP4_MOUSE","26","25","1638.99","0.0892773359978893","1.14654600130751","Condition 2","Condition 1","Cytoskeleton-associated protein 4 OS=Mus musculus GN=Ckap4 PE=2 SV=2","7744477.9136075","8068622.55649551","9414723.43002461","8715723.68224585","8258437.45930239","8068622.55649551","9550587.4507852","7703488.03970741","24","24","30","31",
"tr|E1WI70|E1WI70_SALTS","26","26","1442.81","0.00186151052428407","1.64920566587019","Condition 1","Condition 2","Translation initiation factor IF-2 OS=Salmonella typhimurium (strain SL1344) GN=infB","4149261.35026599","4065335.11034816","2443021.16225756","2537920.04514472","4424625.61656535","4065335.11034816","2478276.43877997","2243168.4879285","33","36","22","21",
"sp|P27773|PDIA3_MOUSE","26","25","1640.48","0.024077765396188","1.16349894406375","Condition 2","Condition 1","Protein disulfide-isomerase A3 OS=Mus musculus GN=Pdia3 PE=1 SV=2","9371427.0634988","9275915.69420967","10594981.4647191","11101182.1434695","9993358.51579279","9275915.69420967","10747877.8075995","9811901.6832799","31","33","34","35",
"sp|Q03265|ATPA_MOUSE","26","24","1594.49","0.00798037629057946","1.19544794326342","Condition 2","Condition 1","ATP synthase subunit alpha, mitochondrial OS=Mus musculus GN=Atp5a1 PE=1 SV=1","12858309.6741827","13168022.0550747","15389146.3870911","15723978.3493412","13711646.8613074","13168022.0550747","15611227.398792","13897810.8493173","34","37","42","42",
"sp|P62702|RS4X_MOUSE","26","23","1443.84","0.0125717626329989","1.11716053879102","Condition 2","Condition 1","40S ribosomal protein S4, X isoform OS=Mus musculus GN=Rps4x PE=2 SV=2","11354716.4608474","11276318.5790969","12793506.0442991","12488993.2543235","12108268.2146019","11276318.5790969","12978129.3297013","11038533.7661229","42","44","54","52",
"sp|P21981|TGM2_MOUSE","26","25","1398.09","0.00750682536512537","1.07880491489875","Condition 2","Condition 1","Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus GN=Tgm2 PE=1 SV=4","5960374.75771786","5929829.24738982","6374558.01621248","6452652.50364646","6355932.92662495","5929829.24738982","6466549.36243645","5703247.73919634","24","23","26","24",
"sp|P05213|TBA1B_MOUSE","26","0","1729.86","","1","-","-","Tubulin alpha-1B chain OS=Mus musculus GN=Tuba1b PE=1 SV=2","0","0","0","0","0","0","0","0","0","0","0","0",
"sp|Q62167|DDX3X_MOUSE","26","24","1565.06","0.00241710820377172","1.36975218203543","Condition 2","Condition 1","ATP-dependent RNA helicase DDX3X OS=Mus musculus GN=Ddx3x PE=1 SV=3","4651029.55804882","4591784.38013806","6240904.21474169","6419460.34523725","4959693.49451227","4591784.38013806","6330966.80087062","5673910.48567161","22","22","36","30",
"sp|P50516|VATA_MOUSE","25","25","1971.28","0.709320241497645","1.00507918036467","Condition 2","Condition 1","V-type proton ATPase catalytic subunit A OS=Mus musculus GN=Atp6v1a PE=1 SV=2","8755746.13338273","8593587.51374584","8655468.15085978","8781985.89106944","9336818.1378656","8593587.51374584","8780375.34683655","7762054.62026536","36","45","40","40",
"sp|P08779|K1C16_CON-HUMAN","25","12","1511.8","0.000373158725204714","4.51091942184025","Condition 1","Condition 2","Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4","4783509.89850259","4567854.63647718","1018123.83163869","1054926.83951802","5100965.84604189","4567854.63647718","1032816.39254361","932408.665908895","16","19","7","6",
"sp|P68373|TBA1C_MOUSE","25","1","1619.72","0.491106020948617","1.13454855727266","Condition 2","Condition 1","Tubulin alpha-1C chain OS=Mus musculus GN=Tuba1c PE=1 SV=1","269326.344346368","296220.284882067","278246.099284919","363394.012976619","287200.092212665","296220.284882067","282261.473086474","321189.786955857","3","1","1","2",
"sp|Q7TMM9|TBB2A_MOUSE","25","3","1922.01","0.0156296297005833","1.21952573186246","Condition 2","Condition 1","Tubulin beta-2A chain OS=Mus musculus GN=Tubb2a PE=1 SV=1","514835.310561239","489620.239345793","613325.580545371","611633.809078312","549002.174393185","489620.239345793","622176.491570806","540599.255402433","3","2","3","3",
"sp|P10126|EF1A1_MOUSE","25","23","1470.2","0.00309731147705916","1.39603882166382","Condition 2","Condition 1","Elongation factor 1-alpha 1 OS=Mus musculus GN=Eef1a1 PE=1 SV=3","26024430.603579","26010842.7086533","35646128.2678471","36997133.3719164","27751532.763233","26010842.7086533","36160538.1012334","32700322.4086353","45","46","56","53",
"tr|E1WFY9|E1WFY9_SALTS","25","25","1336.66","0.0138354626026127","1.30673060773829","Condition 1","Condition 2","Alcohol dehydrogenase OS=Salmonella typhimurium (strain SL1344) GN=adh","4484151.54299305","4424121.88822085","3302526.41570294","3514696.18431903","4781740.67883581","4424121.88822085","3350185.22595269","3106502.79956215","35","34","27","35",
"sp|Q8VCM7|FIBG_MOUSE","25","25","1868.65","0.0214170671896363","1.11769168751678","Condition 2","Condition 1","Fibrinogen gamma chain OS=Mus musculus GN=Fgg PE=2 SV=1","28002759.6996064","27384547.0348874","30574828.1302781","31331104.2008075","29861152.9720728","27384547.0348874","31016053.952228","27692340.3358234","50","50","53","50",
"tr|E1WIV2|E1WIV2_SALTS","25","22","1416.05","0.000464421283953298","1.42333935037002","Condition 1","Condition 2","Aerobic glycerol-3-phosphate dehydrogenase OS=Salmonella typhimurium (strain SL1344) GN=glpD","12033665.1903331","11871081.2506765","8426076.20786756","8368756.61593883","12832275.1370929","11871081.2506765","8547673.04513473","7396817.38986646","34","33","28","32",
"sp|P20152|VIME_MOUSE","24","21","1390.92","5.9882430173297E-05","1.31983726333484","Condition 2","Condition 1","Vimentin OS=Mus musculus GN=Vim PE=1 SV=3","6460795.97063831","6485908.39861946","8551647.04161085","8535895.82231559","6889564.41687046","6485908.39861946","8675055.99353964","7544545.21193044","23","25","26","27",
"sp|P70248|MYO1F_MOUSE","24","20","1267.85","0.280217426990268","1.03281162114863","Condition 1","Condition 2","Myosin-If OS=Mus musculus GN=Myo1f PE=1 SV=1","6281102.36503089","6149159.67598794","5901000.86427385","6134361.42879824","6697945.50849472","6149159.67598794","5986158.29984707","5421922.67915186","25","31","29","27",
"sp|P68368|TBA4A_MOUSE","24","2","1585.05","0.0524852991573443","1.29749985755004","Condition 2","Condition 1","Tubulin alpha-4A chain OS=Mus musculus GN=Tuba4a PE=1 SV=1","573904.758462372","636535.126149768","758067.111300039","812478.466557095","611991.745373806","636535.126149768","769006.789614872","718118.010371529","2","2","2","2",
"sp|P97449|AMPN_MOUSE","24","24","1488.79","0.0147074545560981","1.10401651303231","Condition 1","Condition 2","Aminopeptidase N OS=Mus musculus GN=Anpep PE=1 SV=4","5592406.96802831","5519883.62536204","5084172.35867037","4981157.69954509","5963545.08433419","5519883.62536204","5157542.12933044","4402650.90557052","31","23","28","23",
"sp|P58252|EF2_MOUSE","23","23","1414.13","6.48396967550813E-06","1.81360636187931","Condition 2","Condition 1","Elongation factor 2 OS=Mus musculus GN=Eef2 PE=1 SV=2","2820509.16259695","2826502.7989051","5115186.12185487","5126270.6971338","3007691.25853779","2826502.7989051","5189003.4526155","4530910.62123909","25","24","33","34",
"sp|P25911|LYN_MOUSE","23","20","1334.5","0.518154812711506","1.01964116351602","Condition 1","Condition 2","Tyrosine-protein kinase Lyn OS=Mus musculus GN=Lyn PE=1 SV=4","4842188.21818456","4880011.80563969","4647786.4871228","4887136.5541354","5163538.33171701","4880011.80563969","4714858.7664596","4319549.28423086","19","21","21","17",
"sp|P01872|IGHM_MOUSE","23","22","1170.89","0.00479618302884688","1.2886361154441","Condition 1","Condition 2","Ig mu chain C region secreted form OS=Mus musculus GN=Igh-6 PE=1 SV=2","26588197.2194621","27444976.1091092","20804298.588734","21126214.3628994","28352713.5517703","27444976.1091092","21104525.7463747","18672636.4444535","37","43","30","36",
"tr|E1WHQ6|E1WHQ6_SALTS","23","23","1542.59","0.0752698206963096","1.05797173349517","Condition 1","Condition 2","Putative hydrolase OS=Salmonella typhimurium (strain SL1344) GN=SL1344_3092","23615669.0751179","23496586.0633853","21903727.512192","22627003.9307557","25182914.6253702","23496586.0633853","22219820.5457866","19999125.7765614","45","45","42","42",
"sp|P21107|TPM3_MOUSE","23","8","1198.71","0.356275247963527","1.04067720781191","Condition 1","Condition 2","Tropomyosin alpha-3 chain OS=Mus musculus GN=Tpm3 PE=1 SV=2","3563797.83582968","3801640.23345071","3564317.71388432","3513225.65306102","3800308.02245351","3801640.23345071","3615754.43844409","3105203.05436932","10","9","11","9",
"sp|P68369|TBA1A_MOUSE","23","0","1428.6","","1","-","-","Tubulin alpha-1A chain OS=Mus musculus GN=Tuba1a PE=1 SV=1","0","0","0","0","0","0","0","0","0","0","0","0",
"sp|A1L314|MPEG1_MOUSE","22","21","1402.71","0.0638376642180287","1.09299329441065","Condition 2","Condition 1","Macrophage-expressed gene 1 protein OS=Mus musculus GN=Mpeg1 PE=2 SV=1","15542254.0090321","16059947.9533822","16976917.3333299","17564077.5002001","16573710.2154629","16059947.9533822","17221911.4923374","15524202.6805995","25","32","35","37",
"tr|E1WFP4|E1WFP4_SALTS","22","21","1407.01","0.00448680569517135","1.2859585186541","Condition 1","Condition 2","Pyruvate kinase OS=Salmonella typhimurium (strain SL1344) GN=pykF","5813751.61871104","6013470.42321903","4600682.50623444","4596520.87969485","6199579.19470367","6013470.42321903","4667075.02728785","4062685.43059989","40","46","42","44",
